date,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,temperature_mean,temperature_max,temperature_min,humidity_mean,precipitation_sum,pressure_mean,wind_speed_mean,wind_speed_max,AQI
2022-09-18,29.791666666666668,60.958333333333336,346.7916666666667,17.091666666666665,15.029166666666667,66.58333333333333,27.9,30.0,26.2,79,0.0,1006.5,13.6,22.4,92.0
2022-09-19,25.425,52.17916666666667,352.0,16.558333333333334,14.612499999999999,64.5,27.5,30.1,25.7,79,0.0,1007.6,16.1,23.0,89.0
2022-09-20,19.241666666666667,39.475,252.5,11.375,10.054166666666667,63.666666666666664,27.8,30.3,26.0,73,0.0,1006.9,19.2,24.2,81.0
2022-09-21,17.754166666666666,37.1875,242.625,11.458333333333334,9.520833333333334,63.125,28.1,30.4,26.4,72,0.0,1007.0,20.5,25.0,69.0
2022-09-22,17.591666666666665,36.208333333333336,236.29166666666666,10.854166666666666,9.3125,61.458333333333336,28.1,30.5,26.3,73,0.0,1006.6,23.5,28.0,67.0
2022-09-23,17.666666666666668,37.24166666666667,199.125,8.299999999999999,7.6875,63.0,27.9,30.4,26.4,74,0.0,1006.0,27.6,32.7,66.0
2022-09-24,19.970833333333335,38.862500000000004,214.16666666666666,9.275,8.283333333333333,64.91666666666667,28.1,30.3,26.6,73,0.3,1004.6,28.2,33.9,70.0
2022-09-25,21.933333333333334,41.983333333333334,242.625,11.6,10.1625,63.916666666666664,28.0,30.1,26.7,76,0.4,1004.7,22.2,28.1,74.0
2022-09-26,22.620833333333334,42.166666666666664,324.8333333333333,15.595833333333333,14.591666666666667,63.666666666666664,27.4,29.5,25.9,79,1.0,1008.6,16.2,20.8,77.0
2022-09-27,19.962500000000002,37.979166666666664,349.25,16.795833333333334,15.429166666666667,62.083333333333336,27.4,29.9,25.5,78,0.1,1008.3,15.8,20.8,76.0
2022-09-28,16.295833333333334,31.912499999999998,278.875,13.637500000000001,11.895833333333334,61.75,27.6,29.8,25.8,73,0.0,1007.4,18.5,25.4,71.0
2022-09-29,15.895833333333334,30.462500000000002,245.54166666666666,11.133333333333333,10.766666666666666,67.45833333333333,27.6,30.1,25.8,72,0.0,1007.6,19.6,25.3,64.0
2022-09-30,15.025,26.599999999999998,290.5416666666667,13.387500000000001,13.7875,68.125,27.3,29.8,25.4,75,0.0,1008.2,18.7,24.2,63.0
2022-10-01,12.791666666666666,22.375,219.125,9.758333333333333,10.9375,56.875,27.7,30.1,25.9,73,0.0,1007.5,22.9,29.3,61.0
2022-10-02,12.504166666666668,21.945833333333336,240.95833333333334,12.1,12.179166666666667,53.666666666666664,28.1,30.2,26.4,72,0.1,1007.1,20.5,24.6,57.0
2022-10-03,13.870833333333332,27.2375,263.5,14.029166666666667,12.137500000000001,60.333333333333336,27.7,29.8,25.8,73,0.3,1008.6,16.1,21.1,59.0
2022-10-04,14.025,28.71666666666667,256.2083333333333,12.695833333333333,11.25,59.958333333333336,27.8,30.2,25.9,76,0.0,1009.9,16.3,21.6,60.0
2022-10-05,16.270833333333332,37.0375,292.125,13.429166666666667,12.295833333333334,61.208333333333336,27.6,30.7,25.3,80,0.0,1009.1,15.6,22.6,63.0
2022-10-06,20.041666666666668,45.52916666666667,360.4166666666667,16.716666666666665,15.704166666666666,67.125,27.6,30.8,25.5,79,0.0,1007.3,15.5,21.5,71.0
2022-10-07,37.300000000000004,66.17916666666666,617.7083333333334,27.266666666666666,28.46666666666667,97.75,28.1,34.2,24.7,75,0.0,1006.8,16.0,29.0,177.0
2022-10-08,49.020833333333336,75.21249999999999,543.2083333333334,25.84166666666667,26.429166666666664,130.41666666666666,30.9,38.3,25.3,49,0.0,1007.1,13.4,22.9,205.0
